param_gamma,0.01,0.05,0.1,0.5,1.0,10.0
0.001,0.2760540970564837,0.2760540970564837,0.3436754176610979,0.8957836117740653,0.9299920445505171,0.9729514717581543
0.01,0.2903739061256961,0.7859984089101034,0.9021479713603818,0.9626093874303899,0.9745425616547335,0.9777247414478918
0.02,0.28798727128082735,0.8440731901352426,0.9116945107398569,0.9681782020684168,0.9793158313444711,0.9793158313444709
0.05,0.26014319809069214,0.4789180588703261,0.8536197295147175,0.9490851233094669,0.9673826571201273,0.9689737470167064
0.1,0.20286396181384247,0.20286396181384247,0.2680986475735879,0.832140015910899,0.9148766905330151,0.9196499602227526
0.2,0.1543357199681782,0.1543357199681782,0.1543357199681782,0.26252983293556087,0.7271280827366745,0.7541766109785203
0.5,0.116945107398568,0.116945107398568,0.116945107398568,0.116945107398568,0.27207637231503584,0.31026252983293556
1.0,0.1066030230708035,0.1066030230708035,0.1066030230708035,0.1066030230708035,0.13762927605409706,0.1431980906921241
2.0,0.10501193317422435,0.10501193317422435,0.10501193317422435,0.10501193317422435,0.12092283214001591,0.12171837708830548
5.0,0.10501193317422435,0.10501193317422435,0.10501193317422435,0.10501193317422435,0.10580747812251391,0.1066030230708035
