C,linear,poly,rbf,sigmoid
0.01,0.975925925925926,0.9074074074074074,0.19444444444444445,0.10185185185185185
0.05,0.975925925925926,0.9666666666666667,0.9111111111111111,0.6185185185185185
0.1,0.975925925925926,0.9796296296296296,0.9518518518518518,0.7574074074074074
0.5,0.975925925925926,0.9888888888888889,0.9814814814814815,0.8925925925925926
1.0,0.975925925925926,0.9888888888888889,0.9888888888888889,0.8944444444444445
10.0,0.975925925925926,0.9888888888888889,0.9907407407407407,0.8018518518518518
